Chromosome	Start	End
NMEL_chr_3	10725593	10725633
NMEL_chr_3	10727910	10727950
NMEL_chr_3	10741453	10741493
NMEL_chr_3	10743955	10743995
NMEL_chr_3	10771751	10771791
NMEL_chr_3	10801732	10801772
NMEL_chr_3	10804716	10804756
NMEL_chr_3	10811338	10811378
NMEL_chr_3	10815698	10815738
NMEL_chr_3	10823399	10823439
NMEL_chr_3	10899165	10899205
NMEL_chr_3	10912609	10912649
NMEL_chr_3	10917294	10917334
NMEL_chr_3	10931635	10931675
NMEL_chr_3	10944727	10944767
NMEL_chr_3	10946696	10946736
NMEL_chr_3	10954647	10954687
NMEL_chr_3	10964674	10964714
NMEL_chr_3	10975206	10975246
NMEL_chr_3	11020133	11020173
NMEL_chr_3	11024408	11024448
NMEL_chr_3	11033301	11033341
NMEL_chr_3	11048783	11048823
NMEL_chr_3	11054113	11054153
NMEL_chr_3	11055324	11055364
NMEL_chr_3	11074876	11074916
NMEL_chr_3	11081740	11081780
NMEL_chr_3	11084434	11084474
NMEL_chr_3	11116853	11116893
NMEL_chr_3	11122558	11122598
NMEL_chr_3	11139088	11139128
NMEL_chr_3	11149567	11149607
NMEL_chr_3	11172723	11172763
NMEL_chr_3	11176068	11176108
NMEL_chr_3	11197082	11197122
NMEL_chr_3	11225513	11225553
NMEL_chr_3	11231830	11231870
NMEL_chr_3	11233629	11233669
NMEL_chr_3	11257865	11257905
NMEL_chr_3	11294668	11294708
NMEL_chr_3	11307761	11307801
NMEL_chr_3	11335667	11335707
NMEL_chr_3	11339756	11339796
NMEL_chr_3	11347035	11347075
NMEL_chr_3	11351865	11351905
NMEL_chr_3	11411978	11412018
NMEL_chr_3	11413434	11413474
NMEL_chr_3	11426440	11426480
NMEL_chr_3	11432363	11432403
NMEL_chr_3	11436492	11436532
NMEL_chr_3	11441964	11442004
NMEL_chr_3	11465825	11465865
NMEL_chr_3	11484937	11484977
NMEL_chr_3	11490731	11490771
NMEL_chr_3	11507988	11508028
NMEL_chr_3	11511396	11511436
NMEL_chr_3	11522830	11522870
NMEL_chr_3	11542157	11542197
NMEL_chr_3	11553768	11553808
NMEL_chr_3	11559875	11559915
NMEL_chr_3	11561165	11561205
NMEL_chr_3	11581427	11581467
NMEL_chr_3	11592537	11592577
NMEL_chr_3	11600137	11600177
NMEL_chr_3	11662060	11662100
NMEL_chr_3	11669693	11669733
NMEL_chr_3	11675326	11675366
NMEL_chr_3	11692610	11692650
NMEL_chr_3	11709253	11709293
NMEL_chr_3	11747108	11747148
NMEL_chr_3	11778465	11778505
NMEL_chr_3	11795330	11795370
NMEL_chr_3	11797710	11797750
NMEL_chr_3	11804872	11804912
NMEL_chr_3	11852462	11852502
NMEL_chr_3	11854691	11854731
NMEL_chr_3	11868379	11868419
NMEL_chr_3	11881997	11882037
NMEL_chr_3	11894403	11894443
NMEL_chr_3	11986134	11986174
NMEL_chr_3	11989561	11989601
NMEL_chr_3	11996233	11996273
NMEL_chr_3	12011218	12011258
NMEL_chr_3	12023707	12023747
NMEL_chr_3	12036139	12036179
NMEL_chr_3	12037141	12037181
NMEL_chr_3	12059943	12059983
NMEL_chr_3	12076560	12076600
NMEL_chr_3	12086642	12086682
NMEL_chr_3	12089646	12089686
NMEL_chr_3	12091234	12091274
NMEL_chr_3	12092859	12092899
NMEL_chr_3	12099608	12099648
NMEL_chr_3	12108026	12108066
NMEL_chr_3	12114918	12114958
NMEL_chr_3	12139531	12139571
NMEL_chr_3	12143039	12143079
NMEL_chr_3	12146489	12146529
NMEL_chr_3	12158868	12158908
NMEL_chr_3	12167800	12167840
NMEL_chr_3	12179994	12180034
NMEL_chr_3	12201494	12201534
NMEL_chr_3	12215385	12215425
NMEL_chr_3	12228190	12228230
NMEL_chr_3	12243580	12243620
NMEL_chr_3	12259262	12259302
NMEL_chr_3	12269433	12269473
NMEL_chr_3	12276182	12276222
NMEL_chr_3	12277704	12277744
NMEL_chr_3	12279787	12279827
NMEL_chr_3	12286999	12287039
NMEL_chr_3	12297975	12298015
NMEL_chr_3	12320138	12320178
NMEL_chr_3	12321693	12321733
NMEL_chr_3	12332245	12332285
NMEL_chr_3	12355538	12355578
NMEL_chr_3	12380493	12380533
NMEL_chr_3	12389444	12389484
NMEL_chr_3	12396352	12396392
NMEL_chr_3	12400681	12400721
NMEL_chr_3	12403751	12403791
NMEL_chr_3	12406137	12406177
NMEL_chr_3	12411098	12411138
NMEL_chr_3	12417210	12417250
NMEL_chr_3	12418627	12418667
NMEL_chr_3	12434206	12434246
NMEL_chr_3	12438545	12438585
NMEL_chr_3	12474559	12474599
NMEL_chr_3	12483163	12483203
NMEL_chr_3	12485119	12485159
NMEL_chr_3	12486940	12486980
NMEL_chr_3	12489343	12489383
NMEL_chr_3	12498134	12498174
NMEL_chr_3	12519124	12519164
NMEL_chr_3	12530194	12530234
NMEL_chr_3	12533548	12533588
NMEL_chr_3	12535128	12535168
NMEL_chr_3	12555500	12555540
NMEL_chr_3	12564986	12565026
NMEL_chr_3	12566187	12566227
NMEL_chr_3	12577253	12577293
NMEL_chr_3	12586659	12586699
NMEL_chr_3	12587968	12588008
NMEL_chr_3	12592701	12592741
NMEL_chr_3	12623814	12623854
NMEL_chr_3	12633561	12633601
NMEL_chr_3	12636880	12636920
NMEL_chr_3	12638798	12638838
NMEL_chr_3	12641841	12641881
NMEL_chr_3	12654734	12654774
NMEL_chr_3	12663708	12663748
NMEL_chr_3	12666615	12666655
NMEL_chr_3	12676841	12676881
NMEL_chr_3	12685092	12685132
NMEL_chr_3	12693577	12693617
NMEL_chr_3	12705838	12705878
NMEL_chr_3	12731302	12731342
NMEL_chr_3	12737101	12737141
NMEL_chr_3	12741332	12741372
NMEL_chr_3	12761768	12761808
NMEL_chr_3	12763871	12763911
NMEL_chr_3	12767840	12767880
NMEL_chr_3	12774790	12774830
NMEL_chr_3	12785899	12785939
NMEL_chr_3	12796082	12796122
NMEL_chr_3	12824819	12824859
NMEL_chr_3	12833893	12833933
NMEL_chr_3	12864316	12864356
NMEL_chr_3	12881790	12881830
NMEL_chr_3	12892794	12892834
NMEL_chr_3	12894307	12894347
NMEL_chr_3	12907106	12907146
NMEL_chr_3	12919011	12919051
NMEL_chr_3	12921225	12921265
NMEL_chr_3	12927259	12927299
NMEL_chr_3	12928614	12928654
NMEL_chr_3	12931780	12931820
NMEL_chr_3	12944332	12944372
NMEL_chr_3	12947647	12947687
NMEL_chr_3	12958754	12958794
NMEL_chr_3	12991461	12991501
NMEL_chr_3	12998484	12998524
NMEL_chr_3	13001931	13001971
NMEL_chr_3	13005744	13005784
NMEL_chr_3	13011687	13011727
NMEL_chr_3	13031599	13031639
NMEL_chr_3	13038002	13038042
NMEL_chr_3	13042039	13042079
NMEL_chr_3	13045391	13045431
NMEL_chr_3	13086659	13086699
NMEL_chr_3	13095291	13095331
NMEL_chr_3	13100299	13100339
NMEL_chr_3	13102040	13102080
NMEL_chr_3	13102981	13103021
NMEL_chr_3	13130019	13130059
NMEL_chr_3	13135219	13135259
NMEL_chr_3	13139706	13139746
NMEL_chr_3	13200878	13200918
NMEL_chr_3	13212160	13212200
NMEL_chr_3	13219441	13219481
NMEL_chr_3	13228317	13228357
NMEL_chr_3	13230863	13230903
NMEL_chr_3	13232468	13232508
NMEL_chr_3	13234947	13234987
NMEL_chr_3	13260657	13260697
NMEL_chr_3	13286298	13286338
NMEL_chr_3	13301057	13301097
NMEL_chr_3	13331462	13331502
NMEL_chr_3	13353230	13353270
NMEL_chr_3	13362411	13362451
NMEL_chr_3	13370907	13370947
NMEL_chr_3	13374514	13374554
NMEL_chr_3	13377174	13377214
NMEL_chr_3	13383435	13383475
NMEL_chr_3	13401965	13402005
NMEL_chr_3	13417720	13417760
NMEL_chr_3	13419776	13419816
NMEL_chr_3	13466495	13466535
NMEL_chr_3	13473767	13473807
NMEL_chr_3	13496461	13496501
NMEL_chr_3	13527368	13527408
NMEL_chr_3	13528854	13528894
NMEL_chr_3	13536482	13536522
NMEL_chr_3	13561452	13561492
NMEL_chr_3	13565823	13565863
NMEL_chr_3	13572074	13572114
NMEL_chr_3	13584449	13584489
NMEL_chr_3	13594476	13594516
NMEL_chr_3	13612920	13612960
NMEL_chr_3	13626731	13626771
NMEL_chr_3	13627769	13627809
NMEL_chr_3	13631452	13631492
NMEL_chr_3	13633276	13633316
NMEL_chr_3	13643727	13643767
NMEL_chr_3	13646378	13646418
NMEL_chr_3	13649967	13650007
NMEL_chr_3	13657017	13657057
NMEL_chr_3	13658501	13658541
NMEL_chr_3	13662395	13662435
NMEL_chr_3	13669868	13669908
NMEL_chr_3	13671608	13671648
NMEL_chr_3	13684064	13684104
NMEL_chr_3	13686912	13686952
NMEL_chr_3	13713952	13713992
NMEL_chr_3	13726037	13726077
NMEL_chr_3	13731465	13731505
NMEL_chr_3	13740008	13740048
NMEL_chr_3	13744937	13744977
NMEL_chr_3	13755550	13755590
NMEL_chr_3	13769351	13769391
NMEL_chr_3	13775160	13775200
NMEL_chr_3	13776537	13776577
NMEL_chr_3	13778798	13778838
NMEL_chr_3	13801664	13801704
NMEL_chr_3	13822474	13822514
NMEL_chr_3	13836480	13836520
NMEL_chr_3	13840751	13840791
NMEL_chr_3	13858668	13858708
NMEL_chr_3	13862601	13862641
NMEL_chr_3	13867379	13867419
NMEL_chr_3	13873196	13873236
NMEL_chr_3	13877072	13877112
NMEL_chr_3	13886062	13886102
NMEL_chr_3	13897984	13898024
NMEL_chr_3	13909749	13909789
NMEL_chr_3	13918997	13919037
NMEL_chr_3	13939039	13939079
NMEL_chr_3	13952175	13952215
NMEL_chr_3	13961688	13961728
NMEL_chr_3	13985750	13985790
NMEL_chr_3	13988244	13988284
NMEL_chr_3	14002495	14002535
NMEL_chr_3	14007362	14007402
NMEL_chr_3	14017880	14017920
NMEL_chr_3	14025079	14025119
NMEL_chr_3	14089748	14089788
NMEL_chr_3	14094218	14094258
NMEL_chr_3	14100517	14100557
NMEL_chr_3	14120094	14120134
NMEL_chr_3	14129263	14129303
NMEL_chr_3	14130784	14130824
NMEL_chr_3	14145842	14145882
NMEL_chr_3	14175981	14176021
NMEL_chr_3	14189326	14189366
NMEL_chr_3	14198991	14199031
NMEL_chr_3	14207165	14207205
NMEL_chr_3	14219260	14219300
NMEL_chr_3	14226131	14226171
NMEL_chr_3	14253361	14253401
NMEL_chr_3	14258443	14258483
NMEL_chr_3	14270045	14270085
NMEL_chr_3	14271930	14271970
NMEL_chr_3	14274807	14274847
NMEL_chr_3	14284294	14284334
NMEL_chr_3	14287474	14287514
NMEL_chr_3	14292412	14292452
NMEL_chr_3	14299816	14299856
NMEL_chr_3	14304732	14304772
NMEL_chr_3	14311277	14311317
NMEL_chr_3	14314100	14314140
NMEL_chr_3	14322107	14322147
NMEL_chr_3	14326997	14327037
NMEL_chr_3	14335538	14335578
NMEL_chr_3	14337224	14337264
NMEL_chr_3	14345128	14345168
NMEL_chr_3	14349534	14349574
NMEL_chr_3	14366062	14366102
NMEL_chr_3	14368852	14368892
NMEL_chr_3	14375545	14375585
NMEL_chr_3	14378571	14378611
NMEL_chr_3	14388841	14388881
NMEL_chr_3	14414061	14414101
NMEL_chr_3	14424541	14424581
NMEL_chr_3	14428577	14428617
NMEL_chr_3	14432006	14432046
NMEL_chr_3	14437183	14437223
NMEL_chr_3	14442724	14442764
NMEL_chr_3	14443560	14443600
NMEL_chr_3	14448489	14448529
NMEL_chr_3	14460826	14460866
NMEL_chr_3	14467598	14467638
NMEL_chr_3	14476772	14476812
NMEL_chr_3	14490931	14490971
NMEL_chr_3	14492243	14492283
NMEL_chr_3	14503140	14503180
NMEL_chr_3	14517019	14517059
NMEL_chr_3	14519804	14519844
NMEL_chr_3	14524667	14524707
NMEL_chr_3	14540588	14540628
NMEL_chr_3	14548651	14548691
NMEL_chr_3	14554654	14554694
NMEL_chr_3	14555453	14555493
NMEL_chr_3	14559385	14559425
NMEL_chr_3	14571853	14571893
NMEL_chr_3	14584638	14584678
NMEL_chr_3	14589237	14589277
NMEL_chr_3	14603295	14603335
NMEL_chr_3	14605939	14605979
NMEL_chr_3	14624384	14624424
NMEL_chr_3	14636254	14636294
NMEL_chr_3	14641717	14641757
NMEL_chr_3	14646519	14646559
NMEL_chr_3	14664243	14664283
NMEL_chr_3	14673191	14673231
NMEL_chr_3	14680157	14680197
NMEL_chr_3	14708150	14708190
NMEL_chr_3	14719452	14719492
NMEL_chr_3	14726325	14726365
NMEL_chr_3	14743064	14743104
NMEL_chr_3	14751238	14751278
NMEL_chr_3	14753158	14753198
NMEL_chr_3	14754281	14754321
NMEL_chr_3	14778264	14778304
NMEL_chr_3	14784351	14784391
NMEL_chr_3	14795912	14795952
NMEL_chr_3	14806112	14806152
NMEL_chr_3	14816121	14816161
NMEL_chr_3	14822131	14822171
NMEL_chr_3	14836449	14836489
NMEL_chr_3	14839270	14839310
NMEL_chr_3	14843574	14843614
NMEL_chr_3	14848762	14848802
NMEL_chr_3	14865484	14865524
NMEL_chr_3	14883243	14883283
NMEL_chr_3	14885571	14885611
NMEL_chr_3	14887203	14887243
NMEL_chr_3	14896152	14896192
NMEL_chr_3	14901487	14901527
NMEL_chr_3	14907798	14907838
NMEL_chr_3	14924273	14924313
NMEL_chr_3	14927194	14927234
NMEL_chr_3	14934962	14935002
NMEL_chr_3	14945675	14945715
NMEL_chr_3	14951856	14951896
NMEL_chr_3	14958345	14958385
NMEL_chr_3	14963437	14963477
NMEL_chr_3	14969325	14969365
NMEL_chr_3	14969956	14969996
NMEL_chr_3	14982020	14982060
NMEL_chr_3	14983370	14983410
NMEL_chr_3	14992005	14992045
NMEL_chr_3	15008058	15008098
NMEL_chr_3	15010864	15010904
NMEL_chr_3	15021068	15021108
NMEL_chr_3	15031857	15031897
NMEL_chr_3	15037231	15037271
NMEL_chr_3	15039826	15039866
NMEL_chr_3	15046147	15046187
NMEL_chr_3	15068835	15068875
NMEL_chr_3	15077316	15077356
NMEL_chr_3	15082910	15082950
NMEL_chr_3	15101905	15101945
NMEL_chr_3	15113179	15113219
NMEL_chr_3	15118671	15118711
NMEL_chr_3	15126810	15126850
NMEL_chr_3	15134841	15134881
NMEL_chr_3	15140113	15140153
NMEL_chr_3	15160903	15160943
NMEL_chr_3	15178888	15178928
NMEL_chr_3	15183248	15183288
NMEL_chr_3	15197698	15197738
NMEL_chr_3	15199441	15199481
NMEL_chr_3	15242842	15242882
NMEL_chr_3	15249827	15249867
NMEL_chr_3	15251320	15251360
NMEL_chr_3	15255895	15255935
NMEL_chr_3	15264049	15264089
NMEL_chr_3	15270641	15270681
NMEL_chr_3	15289170	15289210
NMEL_chr_3	15299307	15299347
NMEL_chr_3	15305216	15305256
NMEL_chr_3	15306545	15306585
NMEL_chr_3	15318525	15318565
NMEL_chr_3	15329648	15329688
NMEL_chr_3	15331823	15331863
NMEL_chr_3	15335379	15335419
NMEL_chr_3	15359216	15359256
NMEL_chr_3	15363765	15363805
NMEL_chr_3	15366101	15366141
NMEL_chr_3	15382573	15382613
NMEL_chr_3	15387837	15387877
NMEL_chr_3	15398189	15398229
NMEL_chr_3	15433681	15433721
NMEL_chr_3	15439495	15439535
NMEL_chr_3	15446215	15446255
NMEL_chr_3	15449702	15449742
NMEL_chr_3	15461693	15461733
NMEL_chr_3	15468926	15468966
NMEL_chr_3	15478300	15478340
NMEL_chr_3	15483199	15483239
NMEL_chr_3	15492226	15492266
NMEL_chr_3	15518485	15518525
NMEL_chr_3	15525050	15525090
NMEL_chr_3	15535652	15535692
NMEL_chr_3	15566433	15566473
NMEL_chr_3	15576214	15576254
NMEL_chr_3	15583753	15583793
NMEL_chr_3	15588116	15588156
NMEL_chr_3	15591289	15591329
NMEL_chr_3	15604724	15604764
NMEL_chr_3	15630927	15630967
NMEL_chr_3	15642460	15642500
NMEL_chr_3	15666585	15666625
NMEL_chr_3	15669652	15669692
NMEL_chr_3	15677331	15677371
NMEL_chr_3	15689125	15689165
NMEL_chr_3	15691978	15692018
NMEL_chr_3	15730619	15730659
NMEL_chr_3	15757283	15757323
NMEL_chr_3	15762209	15762249
NMEL_chr_3	15786308	15786348
NMEL_chr_3	15787247	15787287
NMEL_chr_3	15822583	15822623
NMEL_chr_3	15839411	15839451
NMEL_chr_3	15845747	15845787
NMEL_chr_3	15863411	15863451
NMEL_chr_3	15864116	15864156
NMEL_chr_3	15927055	15927095
NMEL_chr_3	15934931	15934971
NMEL_chr_3	15941977	15942017
NMEL_chr_3	15949121	15949161
NMEL_chr_3	15960909	15960949
NMEL_chr_3	15970446	15970486
NMEL_chr_3	15987703	15987743
NMEL_chr_3	15989006	15989046
NMEL_chr_3	15990226	15990266
NMEL_chr_3	15994863	15994903
NMEL_chr_3	16024071	16024111
NMEL_chr_3	16031929	16031969
NMEL_chr_3	16039058	16039098
NMEL_chr_3	16042539	16042579
NMEL_chr_3	16046019	16046059
NMEL_chr_3	16049644	16049684
NMEL_chr_3	16068483	16068523
NMEL_chr_3	16070728	16070768
NMEL_chr_3	16079364	16079404
NMEL_chr_3	16087041	16087081
NMEL_chr_3	16091444	16091484
NMEL_chr_3	16102447	16102487
NMEL_chr_3	16105026	16105066
NMEL_chr_3	16109600	16109640
NMEL_chr_3	16128496	16128536
NMEL_chr_3	16134602	16134642
NMEL_chr_3	16136353	16136393
NMEL_chr_3	16141290	16141330
NMEL_chr_3	16152566	16152606
NMEL_chr_3	16155698	16155738
NMEL_chr_3	16164917	16164957
NMEL_chr_3	16169087	16169127
NMEL_chr_3	16172897	16172937
NMEL_chr_3	16176870	16176910
NMEL_chr_3	16189396	16189436
NMEL_chr_3	16199755	16199795
NMEL_chr_3	16202035	16202075
NMEL_chr_3	16211291	16211331
NMEL_chr_3	16233157	16233197
NMEL_chr_3	16240245	16240285
NMEL_chr_3	16243915	16243955
NMEL_chr_3	16260798	16260838
NMEL_chr_3	16262166	16262206
NMEL_chr_3	16270191	16270231
NMEL_chr_3	16272160	16272200
NMEL_chr_3	16275388	16275428
NMEL_chr_3	16278666	16278706
NMEL_chr_3	16285078	16285118
NMEL_chr_3	16286304	16286344
NMEL_chr_3	16297430	16297470
NMEL_chr_3	16299618	16299658
NMEL_chr_3	16301669	16301709
NMEL_chr_3	16306573	16306613
NMEL_chr_3	16317750	16317790
NMEL_chr_3	16323128	16323168
NMEL_chr_3	16323854	16323894
NMEL_chr_3	16327312	16327352
NMEL_chr_3	16334761	16334801
NMEL_chr_3	16355086	16355126
NMEL_chr_3	16360107	16360147
NMEL_chr_3	16363160	16363200
NMEL_chr_3	16376098	16376138
NMEL_chr_3	16394797	16394837
NMEL_chr_3	16401550	16401590
NMEL_chr_3	16404051	16404091
NMEL_chr_3	16405825	16405865
NMEL_chr_3	16408207	16408247
NMEL_chr_3	16415425	16415465
NMEL_chr_3	16420243	16420283
NMEL_chr_3	16424973	16425013
NMEL_chr_3	16426956	16426996
NMEL_chr_3	16439716	16439756
NMEL_chr_3	16445282	16445322
NMEL_chr_3	16463357	16463397
NMEL_chr_3	16468729	16468769
NMEL_chr_3	16474042	16474082
NMEL_chr_3	16480681	16480721
NMEL_chr_3	16506668	16506708
NMEL_chr_3	16526240	16526280
NMEL_chr_3	16528276	16528316
NMEL_chr_3	16530604	16530644
NMEL_chr_3	16540942	16540982
NMEL_chr_3	16567231	16567271
NMEL_chr_3	16578649	16578689
NMEL_chr_3	16613915	16613955
NMEL_chr_3	16620926	16620966
NMEL_chr_3	16622284	16622324
NMEL_chr_3	16639245	16639285
NMEL_chr_3	16641900	16641940
NMEL_chr_3	16653586	16653626
NMEL_chr_3	16674222	16674262
NMEL_chr_3	16678875	16678915
NMEL_chr_3	16693803	16693843
NMEL_chr_3	16695966	16696006
NMEL_chr_3	16703318	16703358
NMEL_chr_3	16714936	16714976
NMEL_chr_3	16717370	16717410
NMEL_chr_3	16718393	16718433
NMEL_chr_3	16720562	16720602
NMEL_chr_3	16730613	16730653
NMEL_chr_3	16732580	16732620
NMEL_chr_3	16741103	16741143
NMEL_chr_3	16751598	16751638
NMEL_chr_3	16760398	16760438
NMEL_chr_3	16761696	16761736
NMEL_chr_3	16763976	16764016
NMEL_chr_3	16788961	16789001
NMEL_chr_3	16798058	16798098
NMEL_chr_3	16809817	16809857
NMEL_chr_3	16812598	16812638
NMEL_chr_3	16814105	16814145
NMEL_chr_3	16821226	16821266
NMEL_chr_3	16827086	16827126
NMEL_chr_3	16831502	16831542
NMEL_chr_3	16834355	16834395
NMEL_chr_3	16839873	16839913
NMEL_chr_3	16847872	16847912
NMEL_chr_3	16862091	16862131
NMEL_chr_3	16874957	16874997
NMEL_chr_3	16885193	16885233
NMEL_chr_3	16915898	16915938
NMEL_chr_3	16919189	16919229
NMEL_chr_3	16923256	16923296
NMEL_chr_3	16940164	16940204
NMEL_chr_3	16943284	16943324
NMEL_chr_3	16949216	16949256
NMEL_chr_3	16962365	16962405
NMEL_chr_3	16964940	16964980
NMEL_chr_3	16966930	16966970
NMEL_chr_3	16973054	16973094
NMEL_chr_3	16973938	16973978
NMEL_chr_3	16980030	16980070
NMEL_chr_3	16983052	16983092
NMEL_chr_3	16997159	16997199
NMEL_chr_3	17013836	17013876
NMEL_chr_3	17016294	17016334
NMEL_chr_3	17020941	17020981
NMEL_chr_3	17024454	17024494
NMEL_chr_3	17029061	17029101
NMEL_chr_3	17033454	17033494
NMEL_chr_3	17076999	17077039
NMEL_chr_3	17094307	17094347
NMEL_chr_3	17095698	17095738
NMEL_chr_3	17098472	17098512
NMEL_chr_3	17103539	17103579
NMEL_chr_3	17111338	17111378
NMEL_chr_3	17112422	17112462
NMEL_chr_3	17119590	17119630
NMEL_chr_3	17137614	17137654
NMEL_chr_3	17150925	17150965
NMEL_chr_3	17170079	17170119
NMEL_chr_3	17176267	17176307
NMEL_chr_3	17185891	17185931
NMEL_chr_3	17200727	17200767
NMEL_chr_3	17228433	17228473
NMEL_chr_3	17237093	17237133
NMEL_chr_3	17241977	17242017
NMEL_chr_3	17245548	17245588
NMEL_chr_3	17247944	17247984
NMEL_chr_3	17250166	17250206
NMEL_chr_3	17255213	17255253
NMEL_chr_3	17264237	17264277
NMEL_chr_3	17265384	17265424
NMEL_chr_3	17268214	17268254
NMEL_chr_3	17275366	17275406
NMEL_chr_3	17281443	17281483
NMEL_chr_3	17288293	17288333
NMEL_chr_3	17295819	17295859
NMEL_chr_3	17301273	17301313
NMEL_chr_3	17303543	17303583
NMEL_chr_3	17304875	17304915
NMEL_chr_3	17305623	17305663
NMEL_chr_3	17309868	17309908
NMEL_chr_3	17313997	17314037
NMEL_chr_3	17316966	17317006
NMEL_chr_3	17341323	17341363
NMEL_chr_3	17344116	17344156
NMEL_chr_3	17346135	17346175
NMEL_chr_3	17353685	17353725
NMEL_chr_3	17357025	17357065
NMEL_chr_3	17375733	17375773
NMEL_chr_3	17397322	17397362
NMEL_chr_3	17403985	17404025
NMEL_chr_3	17408164	17408204
NMEL_chr_3	17409745	17409785
NMEL_chr_3	17410956	17410996
NMEL_chr_3	17441148	17441188
NMEL_chr_3	17442803	17442843
NMEL_chr_3	17460101	17460141
NMEL_chr_3	17466969	17467009
NMEL_chr_3	17476551	17476591
NMEL_chr_3	17482186	17482226
NMEL_chr_3	17484188	17484228
NMEL_chr_3	17493731	17493771
NMEL_chr_3	17496021	17496061
NMEL_chr_3	17511977	17512017
NMEL_chr_3	17529508	17529548
NMEL_chr_3	17534176	17534216
NMEL_chr_3	17536251	17536291
NMEL_chr_3	17543042	17543082
NMEL_chr_3	17547757	17547797
NMEL_chr_3	17548942	17548982
NMEL_chr_3	17556364	17556404
NMEL_chr_3	17560679	17560719
NMEL_chr_3	17563840	17563880
NMEL_chr_3	17571929	17571969
NMEL_chr_3	17580578	17580618
NMEL_chr_3	17611370	17611410
NMEL_chr_3	17612939	17612979
NMEL_chr_3	17617404	17617444
NMEL_chr_3	17624554	17624594
NMEL_chr_3	17630402	17630442
NMEL_chr_3	17644957	17644997
NMEL_chr_3	17648867	17648907
NMEL_chr_3	17650983	17651023
NMEL_chr_3	17673237	17673277
NMEL_chr_3	17675675	17675715
NMEL_chr_3	17708510	17708550
NMEL_chr_3	17713417	17713457
NMEL_chr_3	17729204	17729244
NMEL_chr_3	17736031	17736071
NMEL_chr_3	17741559	17741599
NMEL_chr_3	17748650	17748690
NMEL_chr_3	17770694	17770734
NMEL_chr_3	17778577	17778617
NMEL_chr_3	17780582	17780622
NMEL_chr_3	17785116	17785156
NMEL_chr_3	17788887	17788927
NMEL_chr_3	17801245	17801285
NMEL_chr_3	17809312	17809352
NMEL_chr_3	17820000	17820040
NMEL_chr_3	17827229	17827269
NMEL_chr_3	17852609	17852649
NMEL_chr_3	17869396	17869436
NMEL_chr_3	17877277	17877317
NMEL_chr_3	17884073	17884113
NMEL_chr_3	17905419	17905459
NMEL_chr_3	17911565	17911605
NMEL_chr_3	17912662	17912702
NMEL_chr_3	17920250	17920290
NMEL_chr_3	17921803	17921843
NMEL_chr_3	17927924	17927964
NMEL_chr_3	17930499	17930539
NMEL_chr_3	17938379	17938419
NMEL_chr_3	17947312	17947352
NMEL_chr_3	17955169	17955209
NMEL_chr_3	17964049	17964089
NMEL_chr_3	17965958	17965998
NMEL_chr_3	17972149	17972189
NMEL_chr_3	17983061	17983101
NMEL_chr_3	17998100	17998140
NMEL_chr_3	18019151	18019191
NMEL_chr_3	18028134	18028174
NMEL_chr_3	18033251	18033291
NMEL_chr_3	18040757	18040797
NMEL_chr_3	18045196	18045236
NMEL_chr_3	18050730	18050770
NMEL_chr_3	18055255	18055295
NMEL_chr_3	18058857	18058897
NMEL_chr_3	18066940	18066980
NMEL_chr_3	18074162	18074202
NMEL_chr_3	18079923	18079963
NMEL_chr_3	18092403	18092443
NMEL_chr_3	18093524	18093564
NMEL_chr_3	18105624	18105664
NMEL_chr_3	18132878	18132918
NMEL_chr_3	18135332	18135372
NMEL_chr_3	18140089	18140129
NMEL_chr_3	18143796	18143836
NMEL_chr_3	18145366	18145406
NMEL_chr_3	18148102	18148142
NMEL_chr_3	18154841	18154881
NMEL_chr_3	18161675	18161715
NMEL_chr_3	18166664	18166704
NMEL_chr_3	18168995	18169035
NMEL_chr_3	18177726	18177766
NMEL_chr_3	18195065	18195105
NMEL_chr_3	18202866	18202906
NMEL_chr_3	18206867	18206907
NMEL_chr_3	18208764	18208804
NMEL_chr_3	18216699	18216739
NMEL_chr_3	18222914	18222954
NMEL_chr_3	18223958	18223998
NMEL_chr_3	18225918	18225958
NMEL_chr_3	18228370	18228410
NMEL_chr_3	18234484	18234524
NMEL_chr_3	18249426	18249466
NMEL_chr_3	18253937	18253977
NMEL_chr_3	18255270	18255310
NMEL_chr_3	18263088	18263128
NMEL_chr_3	18270569	18270609
NMEL_chr_3	18281168	18281208
NMEL_chr_3	18290190	18290230
NMEL_chr_3	18291279	18291319
NMEL_chr_3	18295836	18295876
NMEL_chr_3	18305439	18305479
NMEL_chr_3	18308312	18308352
NMEL_chr_3	18318305	18318345
NMEL_chr_3	18320962	18321002
NMEL_chr_3	18324742	18324782
NMEL_chr_3	18327071	18327111
NMEL_chr_3	18331256	18331296
NMEL_chr_3	18333002	18333042
NMEL_chr_3	18338500	18338540
NMEL_chr_3	18344934	18344974
NMEL_chr_3	18350089	18350129
NMEL_chr_3	18373287	18373327
NMEL_chr_3	18383585	18383625
NMEL_chr_3	18385162	18385202
NMEL_chr_3	18392177	18392217
NMEL_chr_3	18407528	18407568
NMEL_chr_3	18424291	18424331
NMEL_chr_3	18431357	18431397
NMEL_chr_3	18438506	18438546
NMEL_chr_3	18461538	18461578
NMEL_chr_3	18473357	18473397
NMEL_chr_3	18478995	18479035
NMEL_chr_3	18482991	18483031
NMEL_chr_3	18497596	18497636
NMEL_chr_3	18515525	18515565
